feature_1,feature_2,n,spearman_rho,abs_rho,p_value,strength,direction
hallucination_score,gold_available,20,-0.19681971152113298,0.19681971152113298,0.40557269488878944,weak,-
chunk_hallu_score,gold_found,20,0.19681971152113298,0.19681971152113298,0.40557269488878944,weak,+
chunk_hallu_score,gold_available,20,0.19681971152113298,0.19681971152113298,0.40557269488878944,weak,+
distractor_attention_max,gold_found,20,-0.19574419397183712,0.19574419397183712,0.4081948782470256,weak,-
distractor_attention_max,gold_available,20,-0.19574419397183712,0.19574419397183712,0.4081948782470256,weak,-
interference_score_lexical_wrt_distractors,gold_found,20,0.19251764132394975,0.19251764132394975,0.416116541473431,weak,+
interference_score_lexical_wrt_distractors,gold_available,20,0.19251764132394975,0.19251764132394975,0.416116541473431,weak,+
evidence_overlap_ratio,resp_len,20,0.1894736842105263,0.1894736842105263,0.42366525592686277,weak,+
evid_overlap_emb,resp_len,20,0.1894736842105263,0.1894736842105263,0.42366525592686277,weak,+
evidence_overlap_emb,resp_len,20,0.1894736842105263,0.1894736842105263,0.42366525592686277,weak,+
distractor_attention_max,gold_len,20,-0.18929108867606234,0.18929108867606234,0.4241203885812467,weak,-
distractor_attention_max,cross_attention_mass_to_gold_raw,20,-0.18929108867606234,0.18929108867606234,0.4241203885812467,weak,-
att_avg_entropy,distractor_density_chunk,20,-0.1795595563108671,0.1795595563108671,0.44875159658046704,weak,-
interference_score_lexical_wrt_distractors,evid_overlap_ngram,20,-0.17207669688365596,0.17207669688365596,0.4681833300044692,weak,-
evidence_overlap_ratio,att_avg_entropy,20,0.1533834586466165,0.1533834586466165,0.5185244542213634,weak,+
evid_overlap_emb,att_avg_entropy,20,0.1533834586466165,0.1533834586466165,0.5185244542213634,weak,+
att_avg_entropy,evidence_overlap_emb,20,0.1533834586466165,0.1533834586466165,0.5185244542213634,weak,+
interference_score_lexical_wrt_distractors,total_response_tokens,20,0.15037593984962402,0.15037593984962402,0.5268549482529812,weak,+
evid_overlap_ngram,distractor_attention_max,20,0.15018974859582251,0.15018974859582251,0.5273727208262768,weak,+
hallu_score,distractor_density_chunk,20,0.1432938331150762,0.1432938331150762,0.546714599417043,weak,+
hallu_score,resp_len,20,-0.14285714285714285,0.14285714285714285,0.5479501508336087,weak,-
evid_overlap_ngram,resp_len,20,0.14264252504829375,0.14264252504829375,0.5485578424469184,weak,+
interference_score_lexical_wrt_distractors,evidence_overlap_ratio,20,-0.13533834586466165,0.13533834586466165,0.5694186911507699,weak,-
interference_score_lexical_wrt_distractors,evid_overlap_emb,20,-0.13533834586466165,0.13533834586466165,0.5694186911507699,weak,-
interference_score_lexical_wrt_distractors,evidence_overlap_emb,20,-0.13533834586466165,0.13533834586466165,0.5694186911507699,weak,-
total_response_tokens,distractor_attention_max,20,0.13233082706766916,0.13233082706766916,0.5781074593622941,weak,+
interference_score_lexical_wrt_distractors,hallucination_score,20,0.12481203007518797,0.12481203007518797,0.6000744184144979,weak,+
interference_score_lexical_wrt_distractors,chunk_hallu_score,20,-0.12481203007518797,0.12481203007518797,0.6000744184144979,weak,-
hallucination_score,dist_len,20,0.12481203007518797,0.12481203007518797,0.6000744184144979,weak,+
chunk_hallu_score,dist_len,20,-0.12481203007518797,0.12481203007518797,0.6000744184144979,weak,-
total_response_tokens,gold_len,20,0.11938244797183475,0.11938244797183475,0.6161483598847688,weak,+
total_response_tokens,cross_attention_mass_to_gold_raw,20,0.11938244797183475,0.11938244797183475,0.6161483598847688,weak,+
interference_score_lexical_wrt_distractors,resp_len,20,0.10676691729323308,0.10676691729323308,0.6541415450094847,weak,+
distractor_attention_max,resp_len,20,0.10676691729323308,0.10676691729323308,0.6541415450094847,weak,+
att_avg_entropy,hallucination_score,20,0.09624060150375939,0.09624060150375939,0.6864870716570238,weak,+
att_avg_entropy,chunk_hallu_score,20,-0.09624060150375939,0.09624060150375939,0.6864870716570238,weak,-
total_response_tokens,gold_found,20,0.09357002678873536,0.09357002678873536,0.6947801368784905,weak,+
total_response_tokens,gold_available,20,0.09357002678873536,0.09357002678873536,0.6947801368784905,weak,+
evidence_overlap_ratio,dist_len,20,0.09172932330827067,0.09172932330827067,0.7005157258604466,weak,+
evid_overlap_emb,dist_len,20,0.09172932330827067,0.09172932330827067,0.7005157258604466,weak,+
evidence_overlap_emb,dist_len,20,0.09172932330827067,0.09172932330827067,0.7005157258604466,weak,+
evid_overlap_ngram,distractor_density_chunk,20,-0.08789952640928202,0.08789952640928202,0.7124991102415307,weak,-
hallucination_score,resp_len,20,0.08571428571428572,0.08571428571428572,0.7193660879190987,weak,+
chunk_hallu_score,resp_len,20,-0.08571428571428572,0.08571428571428572,0.7193660879190987,weak,-
hallu_score,seq_len,20,0.07969924812030074,0.07969924812030074,0.73837374901493,weak,+
hallucination_score,distractor_density_chunk,20,-0.07872315522988754,0.07872315522988754,0.741472382490036,weak,-
distractor_density_chunk,chunk_hallu_score,20,0.07872315522988754,0.07872315522988754,0.741472382490036,weak,+
total_response_tokens,dist_len,20,-0.06766917293233082,0.06766917293233082,0.7768207117441497,weak,-
evidence_overlap_ratio,total_response_tokens,20,-0.06466165413533834,0.06466165413533834,0.7865148626867856,weak,-
evid_overlap_emb,total_response_tokens,20,-0.06466165413533834,0.06466165413533834,0.7865148626867856,weak,-
total_response_tokens,evidence_overlap_emb,20,-0.06466165413533834,0.06466165413533834,0.7865148626867856,weak,-
resp_len,dist_len,20,0.06466165413533834,0.06466165413533834,0.7865148626867856,weak,+
hallucination_score,seq_len,20,0.060150375939849614,0.060150375939849614,0.8011125555760907,weak,+
chunk_hallu_score,seq_len,20,-0.060150375939849614,0.060150375939849614,0.8011125555760907,weak,-
distractor_density_chunk,resp_len,20,0.05572537954475185,0.05572537954475185,0.8154930133309628,weak,+
hallu_score,att_avg_entropy,20,-0.051127819548872175,0.051127819548872175,0.8304946161837171,weak,-
distractor_density_chunk,gold_len,20,-0.050610615519531374,0.050610615519531374,0.8321858638033158,weak,-
distractor_density_chunk,cross_attention_mass_to_gold_raw,20,-0.050610615519531374,0.050610615519531374,0.8321858638033158,weak,-
distractor_density_chunk,gold_found,20,-0.050610615519531374,0.050610615519531374,0.8321858638033158,weak,-
distractor_density_chunk,gold_available,20,-0.050610615519531374,0.050610615519531374,0.8321858638033158,weak,-
distractor_attention_max,hallucination_score,20,0.045112781954887216,0.045112781954887216,0.8502061902084872,weak,+
distractor_attention_max,chunk_hallu_score,20,-0.045112781954887216,0.045112781954887216,0.8502061902084872,weak,-
distractor_attention_max,distractor_density_chunk,20,-0.04157290220005297,0.04157290220005297,0.8618474354458413,weak,-
total_response_tokens,hallucination_score,20,-0.037593984962406006,0.037593984962406006,0.8749652018566716,weak,-
total_response_tokens,chunk_hallu_score,20,0.037593984962406006,0.037593984962406006,0.8749652018566716,weak,+
distractor_attention_max,dist_len,20,-0.030075187969924807,0.030075187969924807,0.8998365956859304,weak,-
hallu_score,distractor_attention_max,20,0.02857142857142857,0.02857142857142857,0.9048224147367736,weak,+
distractor_attention_max,seq_len,20,0.02706766917293233,0.02706766917293233,0.9098116651774512,weak,+
att_avg_entropy,dist_len,20,-0.024060150375939848,0.024060150375939848,0.9197997451459456,weak,-
evid_overlap_ngram,total_response_tokens,20,-0.018868058868821924,0.018868058868821924,0.9370692977171887,weak,-
gold_len,dist_len,20,-0.01505724569014132,0.01505724569014132,0.9497622071567855,weak,-
dist_len,cross_attention_mass_to_gold_raw,20,-0.01505724569014132,0.01505724569014132,0.9497622071567855,weak,-
total_response_tokens,seq_len,20,-0.015037593984962403,0.015037593984962403,0.9498276950483329,weak,-
dist_len,gold_found,20,0.010755175492958086,0.010755175492958086,0.9641052372841042,weak,+
dist_len,gold_available,20,0.010755175492958086,0.010755175492958086,0.9641052372841042,weak,+
distractor_density_chunk,evidence_overlap_emb,20,-0.0017690596680873605,0.0017690596680873605,0.9940940958458715,weak,-
evidence_overlap_ratio,distractor_density_chunk,20,-0.0017690596680873603,0.0017690596680873603,0.9940940958458715,weak,-
evid_overlap_emb,distractor_density_chunk,20,-0.0017690596680873603,0.0017690596680873603,0.9940940958458715,weak,-
hallu_score,total_response_tokens,20,0.0,0.0,1.0,weak,+
